"","ETIHX","VHCIX","CHGCY","TAK","D","EIX","AES","NRG","AMD","AVGO","TXN","CRM","CRWD","ORCL","FTNT","IBM","CSCO","AKAM","SMCI","APO","CME","CBOE","V","PYPL","FI","VRSK","ROST","ULTA","AZO","CMG","NKE","CROX","LVS","TSLA","GM","LYV"
"SMCI",0.00100217739381108,0.000313440546929407,3.36010675934966e-05,-0.00111936033570693,-0.00161801295800854,-0.000284495756547966,0.00114277855997297,0.00548120110299631,0.0145505388376417,0.00805362511520707,0.00315405673847505,0.00326845265740365,0.0053798992280732,0.0091600513243836,0.00512112553458217,0.00367394218978809,0.0023351649576397,-0.00141823262958875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APO",0.0021563358573989,0.00173484156976664,0.00209423924382069,-6.42277084216925e-05,0.00136008456714373,0.00203809674971417,0.00237939429686329,0.00300962629538903,0.00592643134136246,0.00315326342399247,0.00255198180469335,0.00415396833017861,0.00216971361230511,0.0050885166764285,0.00284527645764377,0.00146369989193986,0.00202899477919582,0.00222670882134875,0.00523020702264557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CME",-0.000138120912008066,0.000261332553027432,0.000951805812716364,-6.90670055490574e-05,0.000454057663747884,0.000577422600105619,-1.87551251136641e-05,0.000296098579053521,0.000476119787112163,-8.29245040910779e-05,5.25580891596075e-05,0.000946901977368325,0.00199437603237933,0.000633097490959026,0.00186523542450629,4.30273166183187e-05,0.000874608478030066,0.000211232512092546,-0.000997490973331103,0.000812847614664881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBOE",0.000242015708045639,0.000779208960525114,0.0010151984712678,0.000243407914262439,0.000449481929938264,0.000758799441536064,0.000313057681478398,0.000659892246068814,0.00128931388286634,-0.000653716803081064,0.000369066617635334,0.00109280583104324,0.000941924320547442,0.000921825652293644,0.00149087481198529,0.000510309125057054,0.00067726093616437,0.000547139818794995,-0.0010229385741402,0.00130897362011256,0.000837239266787351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V",0.000414384184986232,0.00105992708087388,0.000511173700046442,0.000721250237146344,0.00141082799970452,0.000948188602461452,0.000921096308751673,0.00199109717376638,0.000944843042897845,0.00116502585640747,0.00139807316507934,0.00175042498726573,0.00102085992614283,0.00228056856594313,0.00163941665352006,0.00170976865857383,0.00134573088803426,0.000917638085782551,0.0012024230217513,0.00278764925897525,0.000818327704167188,0.000770381654524314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYPL",0.00330012724239052,0.00178240334495737,0.00160287833290724,3.29187885545943e-06,0.00301805200113963,0.00180758968268952,0.0042357799905397,0.00523598251778692,0.00306320341275474,0.00280941594436044,0.00306657034597778,0.00440726375955277,0.00288193418308338,0.00348937570146542,0.0027464868219623,0.00227224270324004,0.00160540225587783,0.00205486967933583,-0.000901470270621334,0.00523872224784418,0.000435015969559747,0.00134780178126377,0.00293724246388014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FI",-0.000545714933644876,0.000981746189291846,0.000427938318195893,0.00205765765293575,0.00194392158240449,0.00126189007146846,0.000132233896186865,0.000546819053160359,-0.0043145860267531,-0.000964260849804818,0.00397937800428688,0.0008684056763457,-0.00122692454241805,0.00310591260518422,0.0022337822273083,0.00135593404917383,0.000837159739132341,0.000493528983510034,0.00207457526676981,0.00390670016273826,0.000592300338895716,0.00118424143170904,0.00297507185478417,0.00329229665749886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VRSK",6.72991250400083e-05,0.00103876550375458,0.00114406728783127,0.000445989963838781,0.00105346992523974,0.00176836350409037,0.000133072889697353,0.00138900498571481,0.00167911738426973,0.00128797818944717,0.00226350205886115,0.00248348730069002,0.00370608769548211,0.00305086535798255,0.00179862279759945,0.00127791433874866,0.00193283131917825,0.00223974314904831,0.00255322360440001,0.00182057257276277,0.000383156540047968,0.000612674031867804,0.00143532370330639,0.00124037462066465,0.00308153059399121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROST",0.00122250238847901,0.00147403077026935,0.00201150932448323,0.000259118630423687,0.000427312658346894,0.00221996499708972,0.00168711200069677,0.0015850448248365,0.00284172083742159,0.00277105898031105,0.00114871859382434,0.00134858493573468,0.00194375456835713,0.00270414065989208,0.00105482048149144,0.00125839834045867,0.0016702085939251,0.00170737115363172,0.00306648902092625,0.0033306196966089,0.000492757323395551,0.000852295834642798,0.00216955726959326,0.0027935146135721,0.00105204725936137,0.00202461546741191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ULTA",0.00116867796013851,0.000806469465182542,0.000580912490448669,-7.19332203937012e-05,0.00113801247051509,0.00193912909670943,0.00331456125621725,0.00232893848907169,0.00319617874567164,0.00293083882571916,0.00073817943593328,0.00107854973520501,0.00058044623910421,0.00232822819439257,0.00215579279384627,0.00114565414306724,0.000908105401650904,-0.000138324864900582,0.000716650448824943,0.0024679209432678,0.000625521419545229,0.000851828322753125,0.00130765022317962,0.00331146233747407,0.00129791618350805,0.000103931688166366,0.00291687231147923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZO",-0.000333556738779307,0.00103858490011576,-0.000296981149271792,0.00059419770320547,0.00106399361926812,0.00107595205030223,0.00106266496369065,0.000411808391169176,-0.00201795797249513,-0.000533660845846401,0.000785326447732448,0.000228589847994962,-0.00169671238539549,0.00122111894583934,0.000731196143094276,0.00150479053238832,0.000756698941922979,0.000757457541140877,0.000538870111383839,0.00130176257463166,0.000286532281965375,0.000673198625072983,0.00135018844688475,0.000888512130734715,0.00333807360608557,0.00136348096585247,0.000893146286731627,0.00113540580866044,NA,NA,NA,NA,NA,NA,NA,NA
"CMG",0.0002699488796292,0.00138019097632107,0.00113155481128842,0.000691286459287916,0.000953259931232373,0.00175780843391866,0.00031949609976812,0.003672510180176,0.00275284399682384,0.0020112949447791,0.00287566426675647,0.00345368425925264,0.00415379490155146,0.00265548240618465,0.00279593297603048,0.000512580805375975,0.0012684067704763,0.0022370860591454,0.00211270659645763,0.00294706186072659,0.000198562089422582,0.000599443880636054,0.00193923168643965,0.00400207883741071,0.00534192505091022,0.00315818907778526,0.00174363092735015,0.00127224619620377,0.00128244975134729,NA,NA,NA,NA,NA,NA,NA
"NKE",0.00107908926006494,0.0017719854721581,0.000786891163384815,0.000618756708328705,0.00210498311452672,0.00318039239648234,0.00462413635138369,0.00261888368511554,0.0055121129724745,0.00224693146280619,0.00320450730349354,0.00177993353446276,-0.000213763143541472,0.00393020454835039,0.00258598658964466,0.00076533207147497,0.00235145822024193,0.00161903889594195,0.001314355044264,0.00381586733694589,0.00133171801750188,0.00152700614117715,0.00254370084154037,0.00399776751004043,0.00306040001508211,0.00166238532333502,0.00308512403321441,0.0028218858358656,0.000807315543146038,0.00327394160339649,NA,NA,NA,NA,NA,NA
"CROX",0.00139875539544208,0.00163034588384158,0.00111115500593713,-0.000129486883133532,0.000204310466698871,0.00315271528398606,0.00551348728329459,0.00118265063811323,0.00836072771830827,0.00255035095986002,0.00342236427461521,0.00346106135743661,0.00210671788275842,0.00475443224607104,0.00271502097195511,9.30176893919363e-05,0.00150350698702218,0.000860501760901626,0.00824498609419572,0.00457906583929822,0.000780773243889041,0.00158788699360721,0.00156359436154395,0.0054987851125257,0.0024178348360512,0.00306570135945785,0.00490924425007985,0.00345183194483239,0.000748066709857917,0.00503222690886096,0.00626896576744333,NA,NA,NA,NA,NA
"LVS",0.00262118609256098,0.000519084308868987,0.000706744007829696,6.36439764862347e-05,0.00105912181519907,0.00252705831915063,0.0043946711644728,0.000390384324435347,0.00398783796690077,0.00237224973244088,0.0011567908938812,0.00168178095186563,-0.00053698217556517,0.00276444131614672,0.000841959462551766,0.000196445493722779,0.00148473978335334,-0.000904101377719283,0.000819701224344801,0.00354572390842878,0.00124007861272283,0.000331681426319501,0.00230281009385317,0.00365710475495798,0.000902560917119934,-0.00111416559180935,0.00328634202897479,0.0045485415972686,-0.000366476392861158,0.000219460601033073,0.00396826388735815,0.00234502779307338,NA,NA,NA,NA
"TSLA",0.00255692564818167,0.000789669519910434,0.002655006338323,-0.00245280454621892,0.00136670684950896,0.00258056784572331,0.000399451363725315,0.00522917002160184,0.00742067566240145,0.00675431009976371,0.00318792259826807,0.00791643181380643,0.00871602418081488,0.00553431966274707,0.00467593738424778,0.000134871052318045,0.00197314289971281,0.00274289884627921,0.00223494842945538,0.00655750505721121,0.00135172445256303,1.07679209987576e-06,0.000543046802742466,0.00717902024699235,-0.000307757383819473,0.00370540422233067,0.00282772413565509,0.00278254428407942,-0.000118785718684221,0.00375937397704635,0.00126946664367671,0.00332117714135779,8.45777753855709e-05,NA,NA,NA
"GM",0.00184438553147097,0.0014331788281277,0.000418194007511151,0.000138796634667793,0.00185716235483973,0.0027156197942588,0.0026583836304783,0.00402636640821687,0.00592061308249765,0.00304152171937669,0.00339011193087073,0.00319120710466406,0.000956440831036425,0.00281890351235251,0.00235060273064938,0.00087573292817991,0.00230634370832014,0.00179763205102255,0.00476279786150995,0.0044155756774314,0.000795425229236034,0.000423670641436181,0.00181808644578788,0.00483719475742362,0.000679849372066597,0.000659142161039695,0.00248074990679342,0.00184927209287972,0.00110707320319376,0.00146665837350094,0.00223443876201297,0.00365826550972621,0.00116192661871534,0.00542324724068939,NA,NA
"LYV",0.00235596336143168,0.00102953674633308,0.00101313626676703,9.82178640500385e-05,0.00125905479574492,0.000790356502996847,0.00118823812547849,0.00163027427603075,0.00382978222763168,0.00321989732161323,0.00304355506132398,0.00303040189976118,0.0039217452869329,0.00423640395936433,0.00397872067779826,0.0010868605143741,0.00243167008131194,0.000609090938293645,0.00306716293024808,0.00460839967296396,0.0012718390501136,0.000702318339613062,0.002191889526036,0.00341337652729248,0.00377212674178663,0.0019513312089062,0.00247244954396237,0.00239366481280641,0.000361900354529641,0.002173714559637,0.00269738906893064,0.00144091802924103,0.00368229497473328,0.00552907646776313,0.00295017131139847,NA
